frames,interpolated,manual_tracker_fix,measurement_x,measurement_y,objid,pixel_height,pixel_width,position_x,position_y
698,,True,137,29,,229,566,137,29
699,,True,137,29,,229,566,137,29
700,,True,137,29,,229,566,137,29
701,,True,137,29,,229,566,137,29
702,,True,137,29,,229,566,137,29
703,,True,137,29,,229,566,137,29
704,,True,137,29,,229,566,137,29
705,,True,137,29,,229,566,137,29
706,,True,137,29,,229,566,137,29
707,,True,137,29,,229,566,137,29
708,,True,137,29,,229,566,137,29
709,,True,137,29,,229,566,137,29
710,,True,137,29,,229,566,137,29
711,,True,137,29,,229,566,137,29
712,,True,137,29,,229,566,137,29
713,,True,137,29,,229,566,137,29
714,,True,137,29,,229,566,137,29
715,,True,137,29,,229,566,137,29
716,,True,137,29,,229,566,137,29
717,,True,137,29,,229,566,137,29
718,,True,137,29,,229,566,137,29
719,,True,137,29,,229,566,137,29
720,,True,137,29,,229,566,137,29
721,,True,137,29,,229,566,137,29
722,,True,137,29,,229,566,137,29
723,,True,137,29,,229,566,137,29
724,,True,137,29,,229,566,137,29
725,,True,137,29,,229,566,137,29
726,,True,137,29,,229,566,137,29
727,,True,137,29,,229,566,137,29
728,,True,137,29,,229,566,137,29
729,,True,137,29,,229,566,137,29
730,,True,137,29,,229,566,137,29
731,,True,137,29,,229,566,137,29
732,,True,137,29,,229,566,137,29
733,,True,137,29,,229,566,137,29
734,,True,137,29,,229,566,137,29
735,,True,137,29,,229,566,137,29
736,,True,137,29,,229,566,137,29
737,,True,137,29,,229,566,137,29
738,,True,137,29,,229,566,137,29
739,,True,137,29,,229,566,137,29
740,,True,137,29,,229,566,137,29
741,,True,137,29,,229,566,137,29
742,,True,137,29,,229,566,137,29
743,,True,137,29,,229,566,137,29
744,,True,137,29,,229,566,137,29
745,,True,137,29,,229,566,137,29
746,,True,137,29,,229,566,137,29
747,,True,137,29,,229,566,137,29
748,,True,137,29,,229,566,137,29
749,,True,137,29,,229,566,137,29
750,,True,137,29,,229,566,137,29
751,,True,137,29,,229,566,137,29
752,,True,137,29,,229,566,137,29
753,,True,137,29,,229,566,137,29
754,,True,137,29,,229,566,137,29
755,,True,137,29,,229,566,137,29
756,,True,137,29,,229,566,137,29
757,,True,137,29,,229,566,137,29
758,,True,137,29,,229,566,137,29
759,,True,137,29,,229,566,137,29
760,,True,137,29,,229,566,137,29
