frames,interpolated,manual_tracker_fix,measurement_x,measurement_y,objid,pixel_height,pixel_width,position_x,position_y,larvae_length_mm,pos_x_mm,pos_y_mm,speed_mm_s,speed_BL,angle_counterclock,angle_delta,bin_ID,concentration,concentration_delta,moving,turn
145,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.37125,0.003249999999999975,False,False
146,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.3745000000000003,0.0032500000000004192,False,False
147,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.3777500000000003,0.003249999999999975,False,False
148,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.3810000000000002,0.003249999999999975,False,False
149,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.38425,0.003249999999999975,False,False
150,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.3875,0.003249999999999975,False,False
151,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.39075,0.003249999999999975,False,False
152,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.394,0.003249999999999975,False,False
153,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.39725,0.003249999999999975,False,False
154,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.4005,0.003249999999999975,False,False
155,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.40375,0.003249999999999975,False,False
156,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.407,0.003249999999999975,False,False
157,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.41025,0.003249999999999975,False,False
158,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.4135,0.003249999999999975,False,False
159,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.41675,0.003249999999999975,False,False
160,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.42,0.003249999999999975,False,False
161,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.42325,0.003249999999999975,False,False
162,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.4265,0.003249999999999975,False,False
163,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.4297500000000003,0.0032500000000004192,False,False
164,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.4330000000000003,0.003249999999999975,False,False
165,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.4362500000000002,0.003249999999999975,False,False
166,,True,334,213,,224,559,334,213,5.2,47.799642218246866,28.526785714285715,0.0,0.0,0.0,0.0,bin_2287,2.4395000000000002,0.003249999999999975,False,False
